Ensembl Gene ID	Pathway stable ID	Pathway DB_ID
F31C3.5		1368631
F31C3.5		1368632
F32D1.10		1368631
F32D1.10		1368632
C25D7.6		1368631
C25D7.6		1368632
F46A9.5		1368630
F46A9.5		1368631
Y43E12A.1		1368631
R53.6		1368631
R53.6		1368632
Y53C12A.1		1368631
F46A9.4		1368630
F46A9.4		1368631
F46A9.4		1368637
Y105C5B.13		1368630
Y105C5B.13		1368631
Y105C5B.13		1368637
F54D10.1		1368630
F54D10.1		1368631
F54D10.1		1368637
F18E2.3		1368631
F18E2.3		1368632
F18E2.3		1368636
F12F6.7		1368630
F12F6.7		1368631
F12F6.7		1368632
Y71F9B.7		1368631
Y71F9B.7		1368632
Y71F9B.7		1368636
Y39G10AL.3		1368631
W03D2.4		1368630
W03D2.4		1368631
W03D2.4		1368632
Y39G10AR.14		1368631
Y39G10AR.14		1368632
C52D10.9		1368630
C52D10.9		1368631
F55G1.8		1368631
F55G1.8		1368632
F55G1.8		1368636
F28B3.7		1368631
F28B3.7		1368632
F28B3.7		1368636
F34D10.2		1368631
F34D10.2		1368632
C14B9.4		1368631
C14B9.4		1368632
C14B9.4		1368636
D2045.6		1368630
D2045.6		1368631
C09G4.3		1368630
C09G4.3		1368631
C09G4.3		1368637
F35H8.7		1368631
Y47D3A.26		1368631
Y47D3A.26		1368632
Y47D3A.26		1368636
Y42H9AR.1		1368631
Y42H9AR.1		1368632
Y42H9AR.1		1368636
F48E8.7		1368630
F48E8.7		1368631
K08A8.3		1368631
K08A8.3		1368632
K08A8.3		1368636
R12H7.3		1368630
R12H7.3		1368631
R12H7.3		1368637
C42D4.6		1368630
C42D4.6		1368631
C42D4.6		1368637
C52D10.6		1368630
C52D10.6		1368631
R12H7.5		1368630
R12H7.5		1368631
R12H7.5		1368637
F18H3.5		1368630
F18H3.5		1368631
C06A8.4		1368630
C06A8.4		1368631
C06A8.4		1368637
C54G10.2		1368630
C54G10.2		1368631
C54G10.2		1368632
C14E2.2		1368655
Y47D7A.8		1368631
Y47D7A.8		1368637
Y47D7A.8		1368638
Y60A3A.12		1368652
Y60A3A.12		1368653
Y60A3A.12		1368654
T24C4.5		1368632
T24C4.5		1368633
T24C4.5		1368634
T24C4.5		1368635
T24C4.5		1368636
T24C4.5		1368637
T24C4.5		1368638
T24C4.5		1368642
T24C4.5		1368643
T24C4.5		1368644
T24C4.5		1368645
T24C4.5		1368646
T24C4.5		1368647
F58F6.4		1368631
F58F6.4		1368632
F58F6.4		1368642
F58F6.4		1368643
F58F6.4		1368644
F58F6.4		1368645
F58F6.4		1368652
F58F6.4		1368654
C29A12.3		1368631
C29A12.3		1368632
C29A12.3		1368644
C29A12.3		1368645
C29A12.3		1368646
K11G12.5		1368655
K11G12.5		1368656
W05G11.6		1368655
W05G11.6		1368656
F33H2.5		1368632
F33H2.5		1368633
F33H2.5		1368634
F33H2.5		1368635
F33H2.5		1368636
F33H2.5		1368637
F33H2.5		1368638
K08E7.7		1368631
K08E7.7		1368637
K08E7.7		1368638
F46E10.10		1368655
F08B4.5		1368632
F08B4.5		1368633
F08B4.5		1368634
F08B4.5		1368635
F08B4.5		1368636
F08B4.5		1368637
F08B4.5		1368638
Y37H2C.2		1368631
Y37H2C.2		1368637
Y37H2C.2		1368638
C14F11.1		1368655
Y43D4A.6		1368648
Y43D4A.6		1368649
Y43D4A.6		1368650
Y43D4A.6		1368651
Y43D4A.6		1368652
F56B3.12		1368631
F56B3.12		1368637
F56B3.12		1368638
F10C2.4		1368631
F10C2.4		1368632
F10C2.4		1368644
F10C2.4		1368645
F10C2.4		1368646
F10C2.4		1368647
Y60A3A.18		1368631
Y60A3A.18		1368637
Y60A3A.18		1368638
Y47G6A.8		1368631
Y47G6A.8		1368632
Y47G6A.8		1368644
Y47G6A.8		1368645
Y47G6A.8		1368646
Y47G6A.8		1368647
T21B10.2		1368655
T21B10.2		1368656
K07A3.1		1368655
Y47D7A.1		1368631
Y47D7A.1		1368637
Y47D7A.1		1368638
Y38F1A.5		1368631
K08H2.1		1368631
K08H2.1		1368637
K08H2.1		1368638
DC2.7		1368648
DC2.7		1368649
DC2.7		1368650
DC2.7		1368651
DC2.7		1368652
T01C8.5		1368655
H31G24.4		1368631
H31G24.4		1368652
H31G24.4		1368654
C44E4.3		1368655
R11A5.4		1368655
R11A5.4		1368656
Y87G2A.8		1368655
Y41C4A.14		1368652
Y41C4A.14		1368654
F32A11.2		1368652
F32A11.2		1368654
ZK632.1		1368632
ZK632.1		1368639
ZK632.1		1368640
ZK632.1		1368641
ZK632.1		1368644
Y39A1A.23		1368652
Y39A1A.23		1368654
Y17G7B.5		1368632
Y17G7B.5		1368639
Y17G7B.5		1368640
Y17G7B.5		1368641
Y17G7B.5		1368644
R10E4.4		1368632
R10E4.4		1368639
R10E4.4		1368640
R10E4.4		1368641
R10E4.4		1368644
R01H10.1		1368632
R01H10.1		1368633
R01H10.1		1368634
R01H10.1		1368635
R01H10.1		1368636
R01H10.1		1368637
R01H10.1		1368638
R01H10.1		1368642
R01H10.1		1368643
R01H10.1		1368644
R01H10.1		1368645
R01H10.1		1368646
R01H10.1		1368647
M03D4.1		1368631
M03D4.1		1368632
M03D4.1		1368636
C52D10.8		1368631
C52D10.8		1368637
C52D10.8		1368638
D2023.2		1368655
D2023.2		1368656
F10G7.4		1368631
F10G7.4		1368632
F10G7.4		1368636
F58A4.4		1368632
F58A4.4		1368633
F58A4.4		1368634
F58A4.4		1368635
F58A4.4		1368636
F58A4.4		1368637
F58A4.4		1368638
F58A4.4		1368642
F58A4.4		1368643
F58A4.4		1368644
F58A4.4		1368645
F58A4.4		1368646
F58A4.4		1368647
F44G3.6		1368631
F44G3.6		1368637
F44G3.6		1368638
W02D9.1		1368632
W02D9.1		1368633
W02D9.1		1368634
W02D9.1		1368635
W02D9.1		1368636
W02D9.1		1368637
W02D9.1		1368638
W02D9.1		1368642
W02D9.1		1368643
W02D9.1		1368644
W02D9.1		1368645
W02D9.1		1368646
W02D9.1		1368647
F44B9.8		1368631
F44B9.8		1368632
F44B9.8		1368642
F44B9.8		1368643
F44B9.8		1368644
F44B9.8		1368645
F44B9.8		1368652
F44B9.8		1368654
T01C8.4		1368655
T09F3.3		1368655
ZK1307.6		1368631
F47H4.10		1368631
F47H4.10		1368637
F47H4.10		1368638
T05D4.1		1368655
F31E3.3		1368631
F31E3.3		1368632
F31E3.3		1368642
F31E3.3		1368643
F31E3.3		1368644
F31E3.3		1368645
F31E3.3		1368652
F31E3.3		1368654
F53A2.4		1368631
F53A2.4		1368632
F53A2.4		1368636
F53G2.7		1368631
Y113G7B.24		1368632
Y113G7B.24		1368644
Y49F6B.1		1368631
Y47D3A.29		1368632
Y47D3A.29		1368633
Y47D3A.29		1368634
Y47D3A.29		1368635
Y47D3A.29		1368636
Y47D3A.29		1368637
Y47D3A.29		1368638
Y47D3A.29		1368642
Y47D3A.29		1368643
Y47D3A.29		1368644
Y47D3A.29		1368645
Y47D3A.29		1368646
Y47D3A.29		1368647
C52D10.7		1368631
C52D10.7		1368637
C52D10.7		1368638
C17G10.4		1368631
Y17G7B.7		1368655
T05G5.3		1368631
T05G5.3		1368652
T05G5.3		1368654
ZC168.4		1368631
ZC168.4		1368652
ZC168.4		1368654
C39E9.13		1368631
C39E9.13		1368632
C39E9.13		1368642
C39E9.13		1368643
C39E9.13		1368644
C39E9.13		1368645
C39E9.13		1368652
C39E9.13		1368654
F31C3.5		1368632
F31C3.5		1368644
R02C2.2		1368648
R02C2.2		1368649
R02C2.2		1368650
R02C2.2		1368651
R02C2.2		1368652
F32D1.10		1368632
F32D1.10		1368639
F32D1.10		1368640
F32D1.10		1368641
F32D1.10		1368644
C25D7.6		1368632
C25D7.6		1368639
C25D7.6		1368640
C25D7.6		1368641
C25D7.6		1368644
K10B3.7		1368655
F46A9.5		1368631
F46A9.5		1368637
F46A9.5		1368638
Y48G1BL.2		1368648
Y48G1BL.2		1368649
Y48G1BL.2		1368650
Y48G1BL.2		1368651
Y48G1BL.2		1368652
Y48G1BL.2		1368653
Y48G1BL.2		1368654
Y43E12A.1		1368631
Y43E12A.1		1368652
Y43E12A.1		1368654
R53.6		1368632
R53.6		1368644
Y53C12A.1		1368631
Y105C5B.13		1368631
Y105C5B.13		1368637
Y105C5B.13		1368638
F46A9.4		1368631
F46A9.4		1368637
F46A9.4		1368638
F01F1.12		1368655
F54D10.1		1368631
F54D10.1		1368637
F54D10.1		1368638
B0432.4		1368655
B0432.4		1368656
F18E2.3		1368631
F18E2.3		1368632
F18E2.3		1368636
K02B2.1		1368655
F12F6.7		1368631
F12F6.7		1368632
F12F6.7		1368644
F12F6.7		1368645
F12F6.7		1368646
F12F6.7		1368647
Y71F9B.7		1368631
Y71F9B.7		1368632
Y71F9B.7		1368636
Y39G10AL.3		1368631
K02F3.2		1368655
K02F3.2		1368656
W03D2.4		1368631
W03D2.4		1368632
W03D2.4		1368642
W03D2.4		1368643
W03D2.4		1368644
W03D2.4		1368645
W03D2.4		1368646
W03D2.4		1368647
R02C2.1		1368648
R02C2.1		1368649
R02C2.1		1368650
R02C2.1		1368651
R02C2.1		1368652
Y39G10AR.14		1368632
Y39G10AR.14		1368639
Y39G10AR.14		1368640
Y39G10AR.14		1368641
Y39G10AR.14		1368644
F55G1.8		1368631
F55G1.8		1368632
F55G1.8		1368636
C52D10.9		1368631
C52D10.9		1368637
C52D10.9		1368638
ZK909.2		1368655
ZK909.2		1368656
T08D2.7		1368652
T08D2.7		1368653
T08D2.7		1368654
F34D10.2		1368632
F34D10.2		1368644
F28B3.7		1368631
F28B3.7		1368632
F28B3.7		1368636
C14B9.4		1368631
C14B9.4		1368632
C14B9.4		1368636
D2045.6		1368631
D2045.6		1368637
D2045.6		1368638
F35H8.7		1368631
C09G4.3		1368631
C09G4.3		1368637
C09G4.3		1368638
Y47D3A.26		1368631
Y47D3A.26		1368632
Y47D3A.26		1368636
Y42H9AR.1		1368631
Y42H9AR.1		1368632
Y42H9AR.1		1368636
K10B3.8		1368655
Y39H10A.7		1368648
Y39H10A.7		1368649
Y39H10A.7		1368650
Y39H10A.7		1368651
Y39H10A.7		1368652
R02C2.6		1368648
R02C2.6		1368649
R02C2.6		1368650
R02C2.6		1368651
R02C2.6		1368652
F20H11.3		1368655
F20H11.3		1368656
F18A1.5		1368652
F18A1.5		1368654
F33H1.2		1368655
R12H7.3		1368631
R12H7.3		1368637
R12H7.3		1368638
K08A8.3		1368631
K08A8.3		1368632
K08A8.3		1368636
F48E8.7		1368631
F48E8.7		1368637
F48E8.7		1368638
Y110A7A.6		1368655
Y110A7A.6		1368656
K11H3.3		1368655
K11H3.3		1368656
C42D4.6		1368631
C42D4.6		1368637
C42D4.6		1368638
C52D10.6		1368631
C52D10.6		1368637
C52D10.6		1368638
T03F1.3		1368655
T03F1.3		1368656
R12H7.5		1368631
R12H7.5		1368637
R12H7.5		1368638
F18H3.5		1368631
C54G10.2		1368631
C54G10.2		1368632
C54G10.2		1368642
C54G10.2		1368643
C54G10.2		1368644
C54G10.2		1368645
C06A8.4		1368631
C06A8.4		1368637
C06A8.4		1368638
H26D21.1		1368652
H26D21.1		1368654
F35C12.2		1368668
F35C12.2		1368669
T14G10.1		1368661
T14G10.1		1368662
F10D2.5		1368660
F10D2.5		1368661
F10D2.5		1368662
T24C4.5		1368634
T24C4.5		1368635
T24C4.5		1368636
T24C4.5		1368637
T24C4.5		1368638
T24C4.5		1368642
T24C4.5		1368643
T24C4.5		1368644
T24C4.5		1368645
T24C4.5		1368646
T24C4.5		1368647
K06B9.1		1368662
W05G11.6		1368655
W05G11.6		1368656
W05G11.6		1368657
ZK512.6		1368668
B0280.3		1368657
B0280.3		1368665
K08E7.7		1368637
K08E7.7		1368638
F46E10.10		1368655
F46E10.10		1368656
F46E10.10		1368657
C50F7.10		1368657
C14F11.1		1368655
C14F11.1		1368656
C14F11.1		1368657
Y43D4A.6		1368648
Y43D4A.6		1368649
Y43D4A.6		1368650
Y43D4A.6		1368651
Y43D4A.6		1368652
F10D2.6		1368660
F10D2.6		1368661
F10D2.6		1368662
Y60A3A.18		1368637
Y60A3A.18		1368638
Y47G6A.8		1368644
Y47G6A.8		1368645
Y47G6A.8		1368646
Y47G6A.8		1368647
F41D9.5		1368668
F41D9.5		1368669
ZK287.2		1368668
ZK287.2		1368669
C23H3.7		1368657
F48E8.5		1368656
F48E8.5		1368657
C50B6.7		1368657
M01F1.5		1368668
M01F1.5		1368669
ZC443.6		1368660
ZC443.6		1368661
ZC443.6		1368662
Y87G2A.8		1368655
Y87G2A.8		1368656
Y87G2A.8		1368657
T10B9.1		1368662
C23G10.6		1368660
C23G10.6		1368661
C23G10.6		1368662
C52D10.8		1368637
C52D10.8		1368638
E02H9.5		1368657
F44B9.8		1368642
F44B9.8		1368643
F44B9.8		1368644
F44B9.8		1368645
F44B9.8		1368652
F44B9.8		1368654
C10H11.3		1368660
C10H11.3		1368661
C10H11.3		1368662
T01C8.4		1368655
T01C8.4		1368656
T01C8.4		1368657
T18D3.3		1368668
E01A2.1		1368661
E01A2.1		1368662
T09F3.3		1368655
T09F3.3		1368656
T09F3.3		1368657
R107.7		1368661
R107.7		1368662
F53F4.5		1368662
Y57G11C.3		1368657
Y57G11C.3		1368665
W01B11.2		1368668
W01B11.2		1368669
Y97E10B.7		1368668
Y97E10B.7		1368669
Y43F4B.7		1368668
Y43F4B.7		1368669
B0222.2		1368668
Y17G7B.7		1368655
Y17G7B.7		1368656
Y17G7B.7		1368657
F56A4.3		1368661
F56A4.3		1368662
T10B9.3		1368662
B0303.2		1368661
B0303.2		1368662
K08C7.2		1368662
R02C2.2		1368648
R02C2.2		1368649
R02C2.2		1368650
R02C2.2		1368651
R02C2.2		1368652
T27A1.5		1368668
T27A1.5		1368669
K12G11.2		1368668
K12G11.2		1368669
B0495.4		1368668
B0495.4		1368669
K10B3.7		1368655
K10B3.7		1368656
K10B3.7		1368657
H10D18.6		1368660
H10D18.6		1368661
H10D18.6		1368662
K11G12.3		1368668
K11G12.3		1368669
Y50D7A.3		1368656
Y50D7A.3		1368657
R06A4.8		1368656
R06A4.8		1368657
C06G8.2		1368668
Y105C5B.13		1368637
Y105C5B.13		1368638
T22E5.2		1368668
T22E5.2		1368669
F46A9.4		1368637
F46A9.4		1368638
K08B4.4		1368660
K08B4.4		1368661
K08B4.4		1368662
F12F6.7		1368644
F12F6.7		1368645
F12F6.7		1368646
F12F6.7		1368647
C06E7.1		1368661
C06E7.1		1368662
Y37A1C.1		1368668
Y37A1C.1		1368669
C36A4.2		1368662
Y39G10AR.14		1368639
Y39G10AR.14		1368640
Y39G10AR.14		1368641
Y39G10AR.14		1368644
K08B4.3		1368660
K08B4.3		1368661
K08B4.3		1368662
F34D10.2		1368644
C29E4.7		1368661
C29E4.7		1368662
F01D4.1		1368660
F01D4.1		1368661
F01D4.1		1368662
F08F8.7		1368657
F08F8.7		1368665
K11H3.3		1368655
K11H3.3		1368656
K11H3.3		1368657
B0303.11		1368668
B0303.11		1368669
C52D10.6		1368637
C52D10.6		1368638
T03F1.3		1368655
T03F1.3		1368656
T03F1.3		1368657
C54G10.2		1368642
C54G10.2		1368643
C54G10.2		1368644
C54G10.2		1368645
H26D21.1		1368652
H26D21.1		1368654
Y60A3A.12		1368652
Y60A3A.12		1368653
Y60A3A.12		1368654
C35A5.2		1368660
C35A5.2		1368661
C35A5.2		1368662
Y24D9A.8		1368657
Y24D9A.8		1368665
F09G2.3		1368668
F09G2.3		1368669
F33H2.5		1368634
F33H2.5		1368635
F33H2.5		1368636
F33H2.5		1368637
F33H2.5		1368638
W05E10.4		1368657
T07C12.9		1368661
T07C12.9		1368662
T25B9.9		1368657
T25B9.9		1368665
F10C2.4		1368644
F10C2.4		1368645
F10C2.4		1368646
F10C2.4		1368647
K07A3.1		1368655
K07A3.1		1368656
K07A3.1		1368657
Y47D7A.1		1368637
Y47D7A.1		1368638
K06G5.2		1368662
Y51A2D.5		1368668
Y51A2D.5		1368669
C13G3.3		1368656
C13G3.3		1368657
C44E4.3		1368655
C44E4.3		1368656
C44E4.3		1368657
T04A8.7		1368656
T04A8.7		1368657
T04A8.7		1368658
ZK632.1		1368639
ZK632.1		1368640
ZK632.1		1368641
ZK632.1		1368644
Y39A1A.23		1368652
Y39A1A.23		1368654
F57B10.7		1368657
R10E4.4		1368639
R10E4.4		1368640
R10E4.4		1368641
R10E4.4		1368644
M03D4.1		1368636
M176.2		1368661
M176.2		1368662
C52E12.3		1368659
C52E12.3		1368660
C52E12.3		1368661
C52E12.3		1368662
C52E12.3		1368668
C52E12.3		1368669
F29F11.1		1368659
F29F11.1		1368660
F29F11.1		1368661
F29F11.1		1368662
F58A4.4		1368634
F58A4.4		1368635
F58A4.4		1368636
F58A4.4		1368637
F58A4.4		1368638
F58A4.4		1368642
F58A4.4		1368643
F58A4.4		1368644
F58A4.4		1368645
F58A4.4		1368646
F58A4.4		1368647
W02D9.1		1368634
W02D9.1		1368635
W02D9.1		1368636
W02D9.1		1368637
W02D9.1		1368638
W02D9.1		1368642
W02D9.1		1368643
W02D9.1		1368644
W02D9.1		1368645
W02D9.1		1368646
W02D9.1		1368647
R09B5.11		1368657
R09B5.11		1368666
R09B5.11		1368667
R09B5.11		1368668
R09B5.11		1368669
F28G4.1		1368662
H17B01.1		1368657
H17B01.1		1368666
H17B01.1		1368667
H17B01.1		1368668
H17B01.1		1368669
F02C12.5		1368662
B0331.2		1368668
C14B9.8		1368656
C14B9.8		1368657
Y69A2AR.4		1368668
Y69A2AR.4		1368669
C52D10.7		1368637
C52D10.7		1368638
W05H5.3		1368668
W05H5.3		1368669
T05G5.3		1368652
T05G5.3		1368654
ZC168.4		1368652
ZC168.4		1368654
C39E9.13		1368642
C39E9.13		1368643
C39E9.13		1368644
C39E9.13		1368645
C39E9.13		1368652
C39E9.13		1368654
C07A9.4		1368668
C07A9.4		1368669
F14F7.3		1368662
C25D7.6		1368639
C25D7.6		1368640
C25D7.6		1368641
C25D7.6		1368644
Y38C9B.1		1368662
T10B9.2		1368662
C36A4.6		1368662
F46A9.5		1368637
F46A9.5		1368638
C48D1.3		1368668
C48D1.3		1368669
C06E7.3		1368661
C06E7.3		1368662
C36A4.1		1368662
K04A8.10		1368660
K04A8.10		1368661
K04A8.10		1368662
T13A10.11		1368661
T13A10.11		1368662
F54D10.1		1368637
F54D10.1		1368638
B0432.4		1368655
B0432.4		1368656
B0432.4		1368657
F01D5.9		1368662
K12G11.1		1368668
K12G11.1		1368669
K02B2.1		1368655
K02B2.1		1368656
K02B2.1		1368657
ZK909.2		1368655
ZK909.2		1368656
ZK909.2		1368657
ZK909.2		1368669
T08D2.7		1368652
T08D2.7		1368653
T08D2.7		1368654
K02F2.2		1368661
K02F2.2		1368662
Y46G5A.31		1368656
Y46G5A.31		1368657
Y46G5A.31		1368658
D2045.6		1368637
D2045.6		1368638
Y53C12A.2		1368668
Y53C12A.2		1368669
C09G4.3		1368637
C09G4.3		1368638
K11G12.4		1368668
K11G12.4		1368669
K10B3.8		1368655
K10B3.8		1368656
K10B3.8		1368657
Y39H10A.7		1368648
Y39H10A.7		1368649
Y39H10A.7		1368650
Y39H10A.7		1368651
Y39H10A.7		1368652
C36A4.9		1368662
Y51A2D.4		1368668
Y51A2D.4		1368669
R12H7.5		1368637
R12H7.5		1368638
F39G3.1		1368660
F39G3.1		1368661
F39G3.1		1368662
C06A8.4		1368637
C06A8.4		1368638
C47B2.6		1368657
C47B2.6		1368664
R13D7.7		1368661
R13D7.7		1368662
F37B12.2		1368661
F37B12.2		1368662
F37F2.3		1368661
F37F2.3		1368662
F42A10.3		1368661
F42A10.3		1368662
R03D7.1		1368661
R03D7.1		1368662
Y47D7A.8		1368637
Y47D7A.8		1368638
F56F4.5		1368668
T10B9.5		1368662
B0035.5		1368657
B0035.5		1368665
Y45G12C.3		1368661
Y45G12C.3		1368662
C29A12.3		1368644
C29A12.3		1368645
C29A12.3		1368646
F47B8.10		1368657
F47B8.10		1368666
F47B8.10		1368667
F47B8.10		1368668
F47B8.10		1368669
Y67D8A.2		1368656
Y67D8A.2		1368657
F08B4.5		1368634
F08B4.5		1368635
F08B4.5		1368636
F08B4.5		1368637
