Ensembl Gene ID	Pathway stable ID	Pathway DB_ID
D1007.6		1368715
D1007.6		1368716
D1007.6		1368717
D1007.6		1368718
D1007.6		1368719
D1007.6		1368720
D1007.6		1368721
D1007.6		1368723
D1007.6		1368724
Y48B6A.12		1368690
Y48B6A.12		1368691
F54F7.10		1368702
F54F7.10		1368707
F54F7.10		1368713
F54F7.10		1368714
F40F11.1		1368702
F40F11.1		1368715
F40F11.1		1368716
F40F11.1		1368717
F40F11.1		1368718
F40F11.1		1368719
F40F11.1		1368720
F40F11.1		1368721
F40F11.1		1368723
F40F11.1		1368724
Y41E3.4		1368701
Y41E3.4		1368702
F52H2.6		1368691
C10H11.5		1368690
C10H11.5		1368691
Y66H1B.4		1368691
F31F4.7		1368690
F31F4.7		1368691
F10D2.11		1368690
F10D2.11		1368691
D2085.3		1368702
D2085.3		1368716
D2085.3		1368717
D2085.3		1368718
D2085.3		1368719
D2085.3		1368722
D1005.1		1368690
D1005.1		1368691
F28H1.3		1368700
F28H1.3		1368701
F28H1.3		1368702
F20H11.3		1368673
F20H11.3		1368687
T05G5.10		1368719
F09G2.6		1368690
F09G2.6		1368691
ZK1058.3		1368664
T05C12.7		1368719
ZK370.5		1368672
ZK370.5		1368673
Y66D12A.23		1368701
Y66D12A.23		1368702
Y37E3.8		1368702
Y37E3.8		1368716
Y37E3.8		1368717
Y37E3.8		1368718
Y37E3.8		1368719
Y37E3.8		1368723
Y37E3.8		1368724
T24H10.1		1368702
T24H10.1		1368707
T24H10.1		1368713
T24H10.1		1368714
F12F6.6		1368719
C09D4.5		1368702
C09D4.5		1368716
C09D4.5		1368717
C09D4.5		1368718
C09D4.5		1368719
C09D4.5		1368723
C09D4.5		1368724
Y74C10AR.3		1368669
F44B9.3		1368702
F44B9.3		1368707
F44B9.3		1368713
F44B9.3		1368714
C27A2.2		1368702
C27A2.2		1368716
C27A2.2		1368717
C27A2.2		1368718
C27A2.2		1368719
C27A2.2		1368723
C27A2.2		1368724
ZK550.4		1368702
ZK550.4		1368707
ZK550.4		1368713
ZK550.4		1368714
K02A4.1		1368675
K02A4.1		1368684
F37C12.7		1368690
F37C12.7		1368691
T23G5.5		1368668
T23G5.5		1368669
T23G5.5		1368679
T23G5.5		1368680
F38B2.4		1368695
F38B2.4		1368696
C44B7.8		1368669
C53H9.1		1368702
C53H9.1		1368716
C53H9.1		1368717
C53H9.1		1368718
C53H9.1		1368719
C53H9.1		1368723
C53H9.1		1368724
C47E12.1		1368700
C47E12.1		1368701
C47E12.1		1368702
K02B12.3		1368719
F26F4.11		1368702
F26F4.11		1368703
F26F4.11		1368704
F26F4.11		1368705
F26F4.11		1368706
F26F4.11		1368707
F26F4.11		1368713
F26F4.11		1368714
F26F4.11		1368730
F26F4.11		1368731
F26F4.11		1368732
F26F4.11		1368733
F26F4.11		1368734
F08G12.2		1368702
F08G12.2		1368703
F08G12.2		1368704
F08G12.2		1368705
F08G12.2		1368706
F08G12.2		1368707
C34B2.7		1368673
C34B2.7		1368687
T10B9.4		1368662
T10B9.4		1368691
T10B9.4		1368698
ZK783.2		1368696
ZK783.2		1368726
ZK783.2		1368728
ZK783.2		1368729
Y57A10C.6		1368691
T25G3.4		1368690
T25G3.4		1368691
R07E5.14		1368702
R07E5.14		1368703
R07E5.14		1368704
R07E5.14		1368705
R07E5.14		1368706
R07E5.14		1368707
R07E5.14		1368708
R07E5.14		1368709
R07E5.14		1368710
R07E5.14		1368711
R07E5.14		1368712
R07E5.14		1368713
R07E5.14		1368714
F43G9.1		1368673
F43G9.1		1368687
F01D4.2		1368690
F01D4.2		1368691
W03F9.5		1368702
W03F9.5		1368707
W03F9.5		1368713
W03F9.5		1368714
F37C12.9		1368702
F37C12.9		1368715
F37C12.9		1368716
F37C12.9		1368717
F37C12.9		1368718
F37C12.9		1368719
F37C12.9		1368720
F37C12.9		1368721
F37C12.9		1368723
F37C12.9		1368724
Y45F10D.12		1368702
Y45F10D.12		1368716
Y45F10D.12		1368717
Y45F10D.12		1368718
Y45F10D.12		1368719
Y45F10D.12		1368723
Y45F10D.12		1368724
K02G10.6		1368691
F35G12.2		1368673
F35G12.2		1368687
T08B2.5		1368702
T08B2.5		1368703
T08B2.5		1368704
T08B2.5		1368705
T08B2.5		1368706
T08B2.5		1368707
R53.2		1368695
R53.2		1368696
F25H5.3		1368671
W03G1.1		1368668
W03G1.1		1368669
JC8.3		1368702
JC8.3		1368716
JC8.3		1368717
JC8.3		1368718
JC8.3		1368719
JC8.3		1368723
JC8.3		1368724
F37E3.1		1368702
F37E3.1		1368703
F37E3.1		1368704
F37E3.1		1368705
F37E3.1		1368706
F37E3.1		1368707
F37E3.1		1368708
F37E3.1		1368709
F37E3.1		1368710
F37E3.1		1368711
F37E3.1		1368712
F37E3.1		1368713
F37E3.1		1368714
Y71F9AL.5		1368675
Y71F9AL.5		1368692
T27F7.3		1368719
R06F6.1		1368702
R06F6.1		1368706
R06F6.1		1368707
R06F6.1		1368710
ZK1098.4		1368702
ZK1098.4		1368716
ZK1098.4		1368717
ZK1098.4		1368718
ZK1098.4		1368719
ZK1098.4		1368722
Y54E2A.11		1368702
Y54E2A.11		1368715
Y54E2A.11		1368716
Y54E2A.11		1368717
Y54E2A.11		1368718
Y54E2A.11		1368719
Y54E2A.11		1368720
Y54E2A.11		1368721
Y54E2A.11		1368724
C18C4.3		1368690
C18C4.3		1368691
C15B12.7		1368668
C15B12.7		1368669
T01C8.5		1368674
T01C8.5		1368675
Y39A1A.19		1368662
Y39A1A.19		1368698
F58D5.1		1368702
F58D5.1		1368703
F58D5.1		1368704
F58D5.1		1368705
F58D5.1		1368706
F58D5.1		1368707
Y37E11AR.5		1368690
Y37E11AR.5		1368691
C10F3.3		1368669
F33A8.5		1368673
F33A8.5		1368687
C50F7.4		1368673
C50F7.4		1368687
F14B4.3		1368714
F14B4.3		1368730
F14B4.3		1368731
F14B4.3		1368732
F14B4.3		1368733
F14B4.3		1368734
K11H3.1		1368690
K11H3.1		1368691
K11D9.2		1368669
R13A5.8		1368702
R13A5.8		1368716
R13A5.8		1368717
R13A5.8		1368718
R13A5.8		1368719
R13A5.8		1368723
R13A5.8		1368724
F23B2.6		1368702
F23B2.6		1368703
F23B2.6		1368704
F23B2.6		1368705
F23B2.6		1368706
F23B2.6		1368707
F23B2.6		1368708
F23B2.6		1368709
F23B2.6		1368710
F23B2.6		1368711
F23B2.6		1368712
F23B2.6		1368713
F23B2.6		1368714
F13D12.2		1368672
F13D12.2		1368673
F43D9.5		1368702
F43D9.5		1368707
F43D9.5		1368713
F43D9.5		1368714
C27H5.3		1368702
C27H5.3		1368703
C27H5.3		1368704
C27H5.3		1368705
C27H5.3		1368706
C27H5.3		1368707
F36F2.6		1368702
F36F2.6		1368707
F36F2.6		1368713
F36F2.6		1368714
T02G5.4		1368675
T02G5.4		1368684
T02G5.4		1368690
T02G5.4		1368691
F54D5.7		1368675
F54D5.7		1368686
F46H5.3		1368675
B0222.3		1368668
B0222.3		1368669
T08B2.10		1368702
T08B2.10		1368715
T08B2.10		1368716
T08B2.10		1368717
T08B2.10		1368718
T08B2.10		1368719
T08B2.10		1368720
T08B2.10		1368721
T08B2.10		1368723
T08B2.10		1368724
C08F8.1		1368719
C08B11.5		1368702
C08B11.5		1368703
C08B11.5		1368704
C08B11.5		1368705
C08B11.5		1368706
C08B11.5		1368707
C46F4.2		1368690
C46F4.2		1368691
Y45G12C.2		1368662
T05D4.1		1368663
T05D4.1		1368671
C05D11.11		1368675
C05D11.11		1368694
B0310.5		1368690
B0310.5		1368691
Y44A6D.5		1368675
Y44A6D.5		1368684
C47E12.8		1368696
C47E12.8		1368726
C47E12.8		1368728
F25E2.3		1368691
K01C8.10		1368719
Y87G2A.5		1368700
Y87G2A.5		1368701
Y87G2A.5		1368702
K04E7.2		1368668
K04E7.2		1368669
F28C6.6		1368702
F28C6.6		1368703
F28C6.6		1368704
F28C6.6		1368705
F28C6.6		1368706
F28C6.6		1368707
F28C6.6		1368708
F28C6.6		1368709
F28C6.6		1368710
F28C6.6		1368711
F28C6.6		1368712
F28C6.6		1368713
F28C6.6		1368714
R04B5.9		1368690
R04B5.9		1368691
B0365.1		1368690
B0365.1		1368691
M116.2		1368670
T10B5.5		1368719
T09A5.11		1368719
F27E11.1		1368668
F27E11.1		1368669
F27E11.1		1368696
ZC416.8		1368679
ZC416.8		1368680
ZC416.8		1368682
C46C11.1		1368691
ZK822.5		1368668
ZK822.5		1368669
ZK822.5		1368675
Y43F4B.5		1368670
F14D12.5		1368668
F14D12.5		1368669
Y110A2AL.12		1368719
F52B5.1		1368668
F52B5.1		1368669
Y105E8A.3		1368668
Y105E8A.3		1368669
C54F6.13		1368668
C54F6.13		1368669
T28D9.10		1368702
T28D9.10		1368703
T28D9.10		1368704
T28D9.10		1368705
T28D9.10		1368706
T28D9.10		1368707
T27F6.5		1368701
T27F6.5		1368702
F22B5.2		1368702
F22B5.2		1368715
F22B5.2		1368716
F22B5.2		1368717
F22B5.2		1368718
F22B5.2		1368719
F22B5.2		1368720
F22B5.2		1368721
F22B5.2		1368724
D2024.2		1368675
D2024.2		1368693
C42C1.11		1368691
C10H11.4		1368690
C10H11.4		1368691
K10C2.4		1368675
K10C2.4		1368692
T15H9.6		1368702
T15H9.6		1368703
T15H9.6		1368704
T15H9.6		1368705
T15H9.6		1368706
T15H9.6		1368707
T15H9.6		1368708
T15H9.6		1368709
T15H9.6		1368710
T15H9.6		1368711
T15H9.6		1368712
T15H9.6		1368713
T15H9.6		1368714
R107.1		1368668
R107.1		1368669
K06A4.5		1368675
K06A4.5		1368693
F02E8.6		1368691
K11D12.2		1368702
K11D12.2		1368707
K11D12.2		1368713
K11D12.2		1368714
C37H5.6		1368696
C37H5.6		1368735
C37H5.6		1368736
F32B5.1		1368675
T22G5.5		1368691
F10D2.12		1368690
F10D2.12		1368691
F28C6.7		1368702
F28C6.7		1368716
F28C6.7		1368717
F28C6.7		1368718
F28C6.7		1368719
F28C6.7		1368723
F28C6.7		1368724
C49A9.8		1368690
C49A9.8		1368691
W03D8.8		1368691
F43G9.5		1368702
F43G9.5		1368703
F43G9.5		1368704
F43G9.5		1368705
F43G9.5		1368706
F43G9.5		1368707
F43G9.5		1368708
F43G9.5		1368709
F43G9.5		1368710
F43G9.5		1368711
F43G9.5		1368712
F43G9.5		1368713
F43G9.5		1368714
T02C12.3		1368714
T02C12.3		1368733
F54C8.1		1368689
F54C8.1		1368690
F54C8.1		1368691
C34E10.4		1368701
C34E10.4		1368702
T22B11.5		1368673
T22B11.5		1368675
T22B11.5		1368686
T22B11.5		1368687
F36A4.7		1368702
F36A4.7		1368703
F36A4.7		1368704
F36A4.7		1368705
F36A4.7		1368706
F36A4.7		1368707
F36A4.7		1368713
F36A4.7		1368714
F08A8.4		1368690
F08A8.4		1368691
Y53G8B.2		1368690
Y53G8B.2		1368691
H27M09.2		1368702
H27M09.2		1368703
H27M09.2		1368704
H27M09.2		1368705
H27M09.2		1368706
H27M09.2		1368707
H27M09.2		1368713
H27M09.2		1368714
H27M09.2		1368733
F44B9.4		1368702
F44B9.4		1368707
F44B9.4		1368713
F44B9.4		1368714
F28D9.1		1368702
F28D9.1		1368703
F28D9.1		1368704
F28D9.1		1368705
F28D9.1		1368706
F28D9.1		1368707
F28D9.1		1368708
F28D9.1		1368709
F28D9.1		1368710
F28D9.1		1368711
F28D9.1		1368712
F28D9.1		1368713
F28D9.1		1368714
K02D7.1		1368696
K02D7.1		1368736
Y32F6A.3		1368702
Y32F6A.3		1368703
Y32F6A.3		1368704
Y32F6A.3		1368705
Y32F6A.3		1368706
Y32F6A.3		1368707
Y32F6A.3		1368708
Y32F6A.3		1368709
Y32F6A.3		1368710
Y32F6A.3		1368711
Y32F6A.3		1368712
Y32F6A.3		1368713
Y32F6A.3		1368714
C37A2.7		1368702
C37A2.7		1368716
C37A2.7		1368717
C37A2.7		1368718
C37A2.7		1368719
C37A2.7		1368723
C37A2.7		1368724
F38E11.3		1368696
F38E11.3		1368736
C30F12.7		1368673
C30F12.7		1368687
B0280.3		1368665
W09B6.1		1368690
W09B6.1		1368691
T22D1.4		1368719
Y54E10BR.6		1368702
Y54E10BR.6		1368703
Y54E10BR.6		1368704
Y54E10BR.6		1368705
Y54E10BR.6		1368706
Y54E10BR.6		1368707
Y54E10BR.6		1368713
Y54E10BR.6		1368714
H19N07.4		1368690
H19N07.4		1368691
T16H12.4		1368702
T16H12.4		1368706
T16H12.4		1368707
T16H12.4		1368713
T16H12.4		1368714
T16H12.4		1368731
T16H12.4		1368732
T16H12.4		1368733
T16H12.4		1368734
C17C3.1		1368691
C06G3.7		1368690
C06G3.7		1368691
D2023.4		1368675
C14F11.1		1368674
C14F11.1		1368675
F59F4.1		1368690
F59F4.1		1368691
Y47D3A.15		1368690
Y47D3A.15		1368691
F55D10.2		1368702
F55D10.2		1368716
F55D10.2		1368717
F55D10.2		1368718
F55D10.2		1368719
F55D10.2		1368723
F55D10.2		1368724
H06H21.3		1368702
H06H21.3		1368715
H06H21.3		1368716
H06H21.3		1368717
H06H21.3		1368718
H06H21.3		1368719
H06H21.3		1368720
H06H21.3		1368721
H06H21.3		1368724
D2089.4		1368702
D2089.4		1368703
D2089.4		1368704
D2089.4		1368705
D2089.4		1368706
D2089.4		1368707
Y77E11A.13		1368719
F55A3.7		1368702
F55A3.7		1368707
F55A3.7		1368713
F55A3.7		1368714
Y39B6A.36		1368702
Y39B6A.36		1368703
Y39B6A.36		1368704
Y39B6A.36		1368705
Y39B6A.36		1368706
Y39B6A.36		1368707
Y39B6A.36		1368713
Y39B6A.36		1368714
ZK287.2		1368668
ZK287.2		1368669
ZC443.6		1368690
ZC443.6		1368691
Y87G2A.8		1368671
F42D1.2		1368675
F42D1.2		1368692
T21F4.1		1368675
T21F4.1		1368676
C16A3.10		1368674
C16A3.10		1368675
F57C12.5		1368691
B0513.3		1368702
B0513.3		1368716
B0513.3		1368717
B0513.3		1368718
B0513.3		1368719
B0513.3		1368723
B0513.3		1368724
F42A6.7		1368702
F42A6.7		1368703
F42A6.7		1368704
F42A6.7		1368705
F42A6.7		1368706
F42A6.7		1368707
Y106G6H.3		1368702
Y106G6H.3		1368716
Y106G6H.3		1368717
Y106G6H.3		1368718
Y106G6H.3		1368719
Y106G6H.3		1368723
Y106G6H.3		1368724
F22D6.3		1368700
F22D6.3		1368701
F22D6.3		1368702
F40F8.10		1368702
F40F8.10		1368715
F40F8.10		1368716
F40F8.10		1368717
F40F8.10		1368718
F40F8.10		1368719
F40F8.10		1368720
F40F8.10		1368721
F40F8.10		1368723
F40F8.10		1368724
F10F2.2		1368696
F10F2.2		1368735
F10F2.2		1368736
T01C8.4		1368674
T01C8.4		1368675
Y71A12B.1		1368702
Y71A12B.1		1368715
Y71A12B.1		1368716
Y71A12B.1		1368717
Y71A12B.1		1368718
Y71A12B.1		1368719
Y71A12B.1		1368720
Y71A12B.1		1368721
Y71A12B.1		1368723
Y71A12B.1		1368724
Y39E4A.3		1368675
Y39E4A.3		1368684
T09F3.3		1368671
R144.2		1368702
R144.2		1368703
R144.2		1368704
R144.2		1368705
R144.2		1368706
R144.2		1368707
R144.2		1368708
R144.2		1368709
R144.2		1368710
R144.2		1368711
R144.2		1368712
R144.2		1368713
R144.2		1368714
LLC1.3		1368672
LLC1.3		1368673
LLC1.3		1368675
LLC1.3		1368684
LLC1.3		1368686
LLC1.3		1368687
ZK686.3		1368719
T02G5.7		1368675
T02G5.7		1368684
T02G5.7		1368690
T02G5.7		1368691
F53F4.5		1368662
F53F4.5		1368698
T12D8.7		1368702
T12D8.7		1368707
T12D8.7		1368713
T12D8.7		1368714
M01A10.3		1368719
F59F4.4		1368690
F59F4.4		1368691
C02C2.5		1368675
W01B11.2		1368668
W01B11.2		1368669
B0041.4		1368702
B0041.4		1368716
B0041.4		1368717
B0041.4		1368718
B0041.4		1368719
B0041.4		1368723
B0041.4		1368724
Y43F4B.7		1368668
Y43F4B.7		1368669
Y43F4B.7		1368675
R06C7.5		1368696
R06C7.5		1368735
R06C7.5		1368736
Y17G7B.7		1368671
T19B4.3		1368696
T19B4.3		1368736
T10B9.3		1368662
T10B9.3		1368691
T10B9.3		1368698
F07D10.1		1368702
F07D10.1		1368716
F07D10.1		1368717
F07D10.1		1368718
F07D10.1		1368719
F07D10.1		1368723
F07D10.1		1368724
B0303.2		1368675
Y69A2AR.5		1368675
K08C7.2		1368662
K08C7.2		1368698
F44G3.2		1368675
B0272.3		1368689
B0272.3		1368690
B0272.3		1368691
T22F3.4		1368702
T22F3.4		1368716
T22F3.4		1368717
T22F3.4		1368718
T22F3.4		1368719
T22F3.4		1368723
T22F3.4		1368724
B0495.4		1368668
B0495.4		1368669
T14D7.1		1368675
K11G12.3		1368668
K11G12.3		1368669
F54D5.11		1368702
F54D5.11		1368707
F54D5.11		1368713
F54D5.11		1368714
Y50D7A.3		1368670
T22G5.6		1368691
R06A4.8		1368670
F52E4.1		1368688
F52E4.1		1368689
F52E4.1		1368690
F52E4.1		1368691
C06G8.2		1368668
C06G8.2		1368669
ZK180.1		1368679
ZK180.1		1368680
T07D4.3		1368702
T07D4.3		1368703
T07D4.3		1368704
T07D4.3		1368705
T07D4.3		1368706
T07D4.3		1368707
K04G11.5		1368679
K04G11.5		1368680
M110.4		1368702
M110.4		1368715
M110.4		1368716
M110.4		1368717
M110.4		1368718
M110.4		1368719
M110.4		1368720
EEED8.7		1368702
EEED8.7		1368703
EEED8.7		1368704
EEED8.7		1368705
EEED8.7		1368706
EEED8.7		1368707
EEED8.7		1368708
EEED8.7		1368709
EEED8.7		1368710
EEED8.7		1368711
EEED8.7		1368712
EEED8.7		1368713
EEED8.7		1368714
Y106G6H.2		1368702
Y106G6H.2		1368716
Y106G6H.2		1368717
Y106G6H.2		1368718
Y106G6H.2		1368719
Y106G6H.2		1368720
T22E5.2		1368668
T22E5.2		1368669
K03B4.3		1368702
K03B4.3		1368707
K03B4.3		1368713
K03B4.3		1368714
Y110A7A.4		1368696
Y110A7A.4		1368725
Y110A7A.4		1368726
C36A4.2		1368662
C36A4.2		1368691
C36A4.2		1368698
Y74C10AR.1		1368702
Y74C10AR.1		1368715
Y74C10AR.1		1368716
Y74C10AR.1		1368717
Y74C10AR.1		1368718
Y74C10AR.1		1368719
Y74C10AR.1		1368720
Y74C10AR.1		1368721
Y74C10AR.1		1368724
F09G2.4		1368702
F09G2.4		1368703
F09G2.4		1368704
F09G2.4		1368705
F09G2.4		1368706
F09G2.4		1368707
F09G2.4		1368708
F09G2.4		1368709
F09G2.4		1368710
F09G2.4		1368711
F09G2.4		1368712
F09G2.4		1368713
F09G2.4		1368714
T20B3.1		1368691
C29F3.1		1368689
C29F3.1		1368690
C29F3.1		1368691
W01D2.1		1368702
W01D2.1		1368716
W01D2.1		1368717
W01D2.1		1368718
W01D2.1		1368719
W01D2.1		1368723
W01D2.1		1368724
Y111B2A.18		1368702
Y111B2A.18		1368703
Y111B2A.18		1368704
Y111B2A.18		1368705
Y111B2A.18		1368706
Y111B2A.18		1368707
Y111B2A.18		1368708
Y111B2A.18		1368709
Y111B2A.18		1368710
Y111B2A.18		1368711
Y111B2A.18		1368712
Y111B2A.18		1368713
Y111B2A.18		1368714
Y76B12C.7		1368702
Y76B12C.7		1368703
Y76B12C.7		1368704
Y76B12C.7		1368705
Y76B12C.7		1368706
Y76B12C.7		1368707
Y76B12C.7		1368708
Y76B12C.7		1368709
Y76B12C.7		1368710
Y76B12C.7		1368711
Y76B12C.7		1368712
Y76B12C.7		1368713
Y76B12C.7		1368714
F09G8.4		1368691
M106.4		1368696
M106.4		1368735
M106.4		1368736
Y73B6BL.33		1368702
Y73B6BL.33		1368703
Y73B6BL.33		1368704
Y73B6BL.33		1368705
Y73B6BL.33		1368706
Y73B6BL.33		1368707
Y67H2A.1		1368702
Y67H2A.1		1368703
Y67H2A.1		1368704
Y67H2A.1		1368705
Y67H2A.1		1368706
Y67H2A.1		1368707
Y67H2A.1		1368708
Y67H2A.1		1368709
Y67H2A.1		1368710
Y67H2A.1		1368711
Y67H2A.1		1368712
Y67H2A.1		1368713
Y67H2A.1		1368714
M153.1		1368674
M153.1		1368675
F08F8.7		1368665
B0303.11		1368668
B0303.11		1368669
W09C2.3		1368669
F43G6.5		1368702
F43G6.5		1368703
F43G6.5		1368704
F43G6.5		1368705
F43G6.5		1368706
F43G6.5		1368707
F43G6.5		1368708
F43G6.5		1368709
F43G6.5		1368710
F43G6.5		1368711
F43G6.5		1368712
F43G6.5		1368713
F43G6.5		1368714
C26F1.9		1368702
C26F1.9		1368716
C26F1.9		1368717
C26F1.9		1368718
C26F1.9		1368719
C26F1.9		1368723
C26F1.9		1368724
D1046.1		1368702
D1046.1		1368703
D1046.1		1368704
D1046.1		1368705
D1046.1		1368706
D1046.1		1368707
D1046.1		1368708
D1046.1		1368709
D1046.1		1368710
D1046.1		1368711
D1046.1		1368712
D1046.1		1368713
D1046.1		1368714
T08B2.7		1368689
T08B2.7		1368690
T08B2.7		1368691
C28H8.11		1368675
C28H8.11		1368693
F23B2.13		1368702
F23B2.13		1368703
F23B2.13		1368704
F23B2.13		1368705
F23B2.13		1368706
F23B2.13		1368707
F23B2.13		1368713
F23B2.13		1368714
F23B2.13		1368730
F23B2.13		1368731
F23B2.13		1368732
F23B2.13		1368733
F23B2.13		1368734
H14A12.2		1368673
H14A12.2		1368687
B0035.4		1368719
F54F2.8		1368669
Y106G6H.5		1368672
Y106G6H.5		1368673
C15H9.7		1368675
C15H9.7		1368693
H19N07.1		1368702
H19N07.1		1368718
H19N07.1		1368719
Y37E3.3		1368702
Y37E3.3		1368703
Y37E3.3		1368704
Y37E3.3		1368705
Y37E3.3		1368706
Y37E3.3		1368707
Y37E3.3		1368713
Y37E3.3		1368714
Y37E3.3		1368733
Y24D9A.8		1368665
Y46G5A.17		1368690
Y46G5A.17		1368691
T23D8.4		1368702
T23D8.4		1368715
T23D8.4		1368716
T23D8.4		1368717
T23D8.4		1368718
T23D8.4		1368719
T23D8.4		1368720
T23D8.4		1368721
T23D8.4		1368724
D2089.5		1368675
D2089.5		1368694
ZK829.4		1368674
ZK829.4		1368675
Y73B6BL.6		1368702
Y73B6BL.6		1368703
Y73B6BL.6		1368704
Y73B6BL.6		1368705
Y73B6BL.6		1368706
Y73B6BL.6		1368707
C30H6.7		1368672
C30H6.7		1368673
ZK856.13		1368714
ZK856.13		1368733
ZK524.3		1368701
ZK524.3		1368702
C25A1.3		1368702
C25A1.3		1368706
C25A1.3		1368707
C25A1.3		1368713
C25A1.3		1368714
R07E3.5		1368690
R07E3.5		1368691
C09H10.2		1368702
C09H10.2		1368716
C09H10.2		1368717
C09H10.2		1368718
C09H10.2		1368719
C09H10.2		1368723
C09H10.2		1368724
W03F9.10		1368702
W03F9.10		1368703
W03F9.10		1368704
W03F9.10		1368705
W03F9.10		1368706
W03F9.10		1368707
T20B12.2		1368702
T20B12.2		1368707
T20B12.2		1368713
T20B12.2		1368714
T20B12.2		1368733
F59A2.4		1368702
F59A2.4		1368703
F59A2.4		1368704
F59A2.4		1368705
F59A2.4		1368706
F59A2.4		1368707
F59A2.4		1368708
F59A2.4		1368709
F59A2.4		1368710
F59A2.4		1368711
F59A2.4		1368712
F59A2.4		1368713
F59A2.4		1368714
F53C11.3		1368689
F53C11.3		1368690
F53C11.3		1368691
R02D3.1		1368675
R02D3.1		1368686
Y53G8B.1		1368675
Y53G8B.1		1368692
Y51A2D.5		1368668
Y51A2D.5		1368669
F17C8.1		1368669
C13G3.3		1368671
W09B6.2		1368702
W09B6.2		1368707
W09B6.2		1368713
W09B6.2		1368714
F32A5.5		1368669
Y71F9AL.13		1368702
Y71F9AL.13		1368716
Y71F9AL.13		1368717
Y71F9AL.13		1368718
Y71F9AL.13		1368719
Y71F9AL.13		1368723
Y71F9AL.13		1368724
C44B7.2		1368702
C44B7.2		1368703
C44B7.2		1368704
C44B7.2		1368705
C44B7.2		1368706
C44B7.2		1368707
F23B12.5		1368672
F23B12.5		1368673
T03F1.8		1368695
T03F1.8		1368696
K11H12.2		1368702
K11H12.2		1368716
K11H12.2		1368717
K11H12.2		1368718
K11H12.2		1368719
K11H12.2		1368723
K11H12.2		1368724
Y37E3.10		1368702
Y37E3.10		1368715
Y37E3.10		1368716
Y37E3.10		1368717
Y37E3.10		1368718
Y37E3.10		1368719
Y37E3.10		1368720
Y37E3.10		1368721
Y37E3.10		1368722
Y73F8A.24		1368702
Y73F8A.24		1368706
Y73F8A.24		1368707
Y73F8A.24		1368713
Y73F8A.24		1368714
Y73F8A.24		1368731
Y73F8A.24		1368732
Y73F8A.24		1368733
Y73F8A.24		1368734
Y51H4A.7		1368675
Y51H4A.7		1368685
C52E12.3		1368668
C52E12.3		1368669
C36E8.1		1368714
C36E8.1		1368730
C36E8.1		1368731
C36E8.1		1368732
C36E8.1		1368733
C36E8.1		1368734
F25H5.1		1368690
F25H5.1		1368691
Y105E8A.19		1368700
Y105E8A.19		1368701
Y105E8A.19		1368702
R07H5.8		1368696
R07H5.8		1368736
F28G4.1		1368662
F28G4.1		1368690
F28G4.1		1368691
F28G4.1		1368698
F02C12.5		1368662
F02C12.5		1368691
F02C12.5		1368698
T22D1.3		1368696
T22D1.3		1368735
T22D1.3		1368736
F53G2.7		1368702
F53G2.7		1368706
F53G2.7		1368707
F53G2.7		1368713
F53G2.7		1368714
F53G2.7		1368731
F53G2.7		1368732
F53G2.7		1368733
F53G2.7		1368734
W06E11.1		1368714
W06E11.1		1368733
Y69A2AR.4		1368668
Y69A2AR.4		1368669
W02D3.2		1368696
W02D3.2		1368725
W02D3.2		1368726
W05H5.3		1368668
W05H5.3		1368669
Y54G11A.5		1368696
F54C9.5		1368702
F54C9.5		1368716
F54C9.5		1368717
F54C9.5		1368718
F54C9.5		1368719
F54C9.5		1368723
F54C9.5		1368724
ZK550.5		1368691
C07A9.4		1368668
C07A9.4		1368669
C46F11.2		1368695
C46F11.2		1368696
T10B9.2		1368662
T10B9.2		1368691
T10B9.2		1368698
C36A4.6		1368662
C36A4.6		1368691
C36A4.6		1368698
C47E12.4		1368699
C47E12.4		1368700
C47E12.4		1368701
C47E12.4		1368702
C17C3.12		1368675
C17C3.12		1368684
F37C12.4		1368702
F37C12.4		1368716
F37C12.4		1368717
F37C12.4		1368718
F37C12.4		1368719
F37C12.4		1368723
F37C12.4		1368724
F58A4.9		1368714
F58A4.9		1368730
F58A4.9		1368731
F58A4.9		1368732
F58A4.9		1368733
F58A4.9		1368734
F08A8.1		1368690
F08A8.1		1368691
B0393.1		1368702
B0393.1		1368715
B0393.1		1368716
B0393.1		1368717
B0393.1		1368718
B0393.1		1368719
B0393.1		1368720
B0393.1		1368721
B0393.1		1368723
B0393.1		1368724
K04A8.10		1368690
K04A8.10		1368691
B0412.4		1368702
B0412.4		1368715
B0412.4		1368716
B0412.4		1368717
B0412.4		1368718
B0412.4		1368719
B0412.4		1368720
B0412.4		1368721
B0412.4		1368723
B0412.4		1368724
Y105E8B.5		1368696
Y105E8B.5		1368736
F25G6.6		1368674
F25G6.6		1368675
M28.5		1368702
M28.5		1368703
M28.5		1368704
M28.5		1368705
M28.5		1368706
M28.5		1368707
M02A10.2		1368679
M02A10.2		1368680
T02C5.5		1368679
T02C5.5		1368680
F42A8.2		1368673
F42A8.2		1368687
K07B1.4		1368690
K07B1.4		1368691
K02B2.1		1368671
F39B2.6		1368702
F39B2.6		1368715
F39B2.6		1368716
F39B2.6		1368717
F39B2.6		1368718
F39B2.6		1368719
F39B2.6		1368720
F39B2.6		1368721
F39B2.6		1368723
F39B2.6		1368724
C14A4.1		1368719
Y22D7AL.8		1368691
F36A2.6		1368702
F36A2.6		1368715
F36A2.6		1368716
